Average_Reward,SEM_Reward,Optimal_Action_Percentage
1.391247552929128828e+00,8.114722008621136351e-02,6.800000000000000000e+01
1.230282732151982916e+00,8.441949680921272126e-02,7.000000000000000000e+01
1.231416091414080372e+00,8.184911064524096058e-02,7.400000000000000000e+01
1.360576030314771812e+00,8.692125300828043577e-02,7.050000000000000000e+01
1.374405942568022176e+00,8.173706871213698433e-02,7.700000000000000000e+01
1.294265247577032207e+00,8.760746472824970654e-02,7.500000000000000000e+01
1.233746015633706783e+00,8.303772017567187524e-02,7.300000000000000000e+01
1.120410469657932895e+00,8.061515201057267710e-02,6.900000000000000000e+01
1.455192351058426148e+00,8.780552109421985163e-02,7.000000000000000000e+01
1.311527655692304783e+00,9.779979466937710475e-02,7.250000000000000000e+01
1.358469847968434951e+00,9.235523776036108634e-02,6.850000000000000000e+01
1.267115858966092246e+00,8.171680212821533229e-02,7.100000000000000000e+01
1.363268686795094498e+00,9.267569953990692500e-02,6.850000000000000000e+01
1.334256885674071968e+00,8.675230674752947013e-02,6.950000000000000000e+01
1.264049898012002959e+00,8.398277102968905450e-02,7.100000000000000000e+01
1.336476279780958620e+00,8.426894742746575406e-02,7.400000000000000000e+01
1.423898071605429694e+00,8.049154483074803801e-02,7.500000000000000000e+01
1.294886055712296313e+00,8.293930438008738359e-02,7.350000000000000000e+01
1.329941614272026174e+00,8.710366590208855342e-02,7.650000000000000000e+01
1.310270783344728684e+00,8.482402576919097215e-02,7.500000000000000000e+01
1.350247467491072051e+00,8.401184242982344397e-02,7.400000000000000000e+01
1.282869902942288975e+00,8.583962039150040690e-02,7.300000000000000000e+01
1.309075148123739263e+00,8.703459302026290978e-02,7.300000000000000000e+01
1.306131814478127096e+00,8.141592093039846934e-02,7.450000000000000000e+01
1.272431495786608968e+00,8.868077075095306960e-02,7.100000000000000000e+01
1.320530594973723160e+00,8.403854603150279212e-02,7.400000000000000000e+01
1.440165264921197119e+00,8.716627259026306362e-02,7.400000000000000000e+01
1.291321956347207145e+00,8.971802033858969350e-02,7.250000000000000000e+01
1.258186607233048981e+00,9.254390956870460483e-02,7.050000000000000000e+01
1.296020418326231827e+00,8.779507698445528086e-02,7.250000000000000000e+01
1.312992832504940477e+00,9.269839523963453731e-02,7.000000000000000000e+01
1.305244997825983466e+00,8.743269080692678275e-02,7.350000000000000000e+01
1.424054468419544417e+00,8.844310111214799541e-02,7.500000000000000000e+01
1.474589345190468359e+00,8.457425823651393282e-02,7.800000000000000000e+01
1.381285772748698903e+00,8.362568398392486446e-02,8.200000000000000000e+01
1.417671989256210630e+00,8.678629578950820822e-02,7.750000000000000000e+01
1.451796466453236345e+00,8.808341832689517426e-02,7.600000000000000000e+01
1.439110046168879053e+00,7.803177378649081564e-02,7.750000000000000000e+01
1.352101186804163468e+00,8.331416238928215923e-02,7.550000000000000000e+01
1.479780823966575509e+00,8.520201336368890543e-02,7.850000000000000000e+01
1.403652970648589848e+00,8.231363780959140286e-02,7.650000000000000000e+01
1.426524795323130146e+00,8.058104460936260649e-02,7.950000000000000000e+01
1.314221719417504985e+00,8.239321003083464878e-02,8.050000000000000000e+01
1.310896481796337998e+00,8.295524216561614428e-02,7.350000000000000000e+01
1.420383134116291801e+00,8.570744033086447056e-02,7.250000000000000000e+01
1.297413160203211735e+00,8.770620364528164403e-02,7.300000000000000000e+01
1.390225241264198441e+00,9.566457118599970555e-02,7.300000000000000000e+01
1.434812606892700959e+00,8.266458791344324930e-02,7.400000000000000000e+01
1.257243292145786118e+00,8.445890625144941710e-02,7.500000000000000000e+01
1.310592638049931979e+00,8.720463322275921747e-02,7.450000000000000000e+01
1.374175071773929169e+00,8.265851816602157176e-02,7.500000000000000000e+01
1.413790927157553723e+00,8.459342667536745575e-02,7.150000000000000000e+01
1.330585699694737611e+00,8.603133307703417221e-02,7.450000000000000000e+01
1.324940590750140146e+00,8.448886055380182281e-02,7.650000000000000000e+01
1.312139824451147296e+00,8.617213875596456407e-02,7.450000000000000000e+01
1.441282428562536300e+00,8.946471676650406823e-02,7.450000000000000000e+01
1.486761939892565998e+00,8.682791090342871498e-02,7.650000000000000000e+01
1.294296420392930358e+00,8.678459530131138466e-02,7.550000000000000000e+01
1.341918619533692070e+00,8.924174665294058728e-02,7.450000000000000000e+01
1.340211110981701426e+00,9.302862938446186669e-02,7.500000000000000000e+01
1.407644297867241434e+00,8.652743802771205306e-02,7.550000000000000000e+01
1.444305562336240856e+00,8.600288415989726376e-02,7.100000000000000000e+01
1.386832100629629361e+00,7.087627678845967449e-02,7.650000000000000000e+01
1.204911496141888083e+00,8.485740205644135004e-02,7.450000000000000000e+01
1.385075920904201841e+00,8.463899273740589646e-02,7.650000000000000000e+01
1.302952639804562107e+00,8.520266024507883174e-02,7.600000000000000000e+01
1.436249563200392210e+00,8.825840825605195394e-02,7.550000000000000000e+01
1.425281209447785802e+00,8.450669116252680635e-02,7.650000000000000000e+01
1.350756415600118832e+00,8.499972336020321373e-02,7.500000000000000000e+01
1.387355847515340690e+00,9.049511795198891817e-02,7.900000000000000000e+01
1.300897540169103195e+00,8.828198962352243329e-02,7.250000000000000000e+01
1.351463437998848383e+00,8.546135333739836304e-02,7.250000000000000000e+01
1.437100494128728867e+00,8.868755063072468470e-02,7.500000000000000000e+01
1.408953099346906601e+00,8.633497184199620533e-02,7.450000000000000000e+01
1.364531852230916442e+00,8.099127626204312425e-02,7.650000000000000000e+01
1.292322882704988185e+00,8.281479754953849359e-02,7.800000000000000000e+01
1.324206875320657062e+00,8.706907142950678913e-02,7.500000000000000000e+01
1.375692558484803207e+00,7.472993426441856823e-02,7.850000000000000000e+01
1.402191169452776665e+00,8.368937788701567848e-02,7.500000000000000000e+01
1.424903152938611584e+00,8.771831561211376749e-02,7.150000000000000000e+01
1.264829194201965157e+00,8.437774063537127611e-02,7.550000000000000000e+01
1.250112887201912715e+00,8.587718082771222949e-02,7.400000000000000000e+01
1.392856280316705053e+00,7.936488449164186276e-02,7.400000000000000000e+01
1.445451373604931034e+00,8.338472695584814298e-02,7.750000000000000000e+01
1.245480156004087569e+00,7.873058793825317425e-02,8.100000000000000000e+01
1.316826587626507283e+00,8.432852476594865365e-02,7.700000000000000000e+01
1.318202238525423731e+00,8.829972729307329626e-02,7.650000000000000000e+01
1.347751605337977887e+00,8.420442885125491161e-02,7.300000000000000000e+01
1.367348810860281372e+00,8.801289045465841843e-02,7.550000000000000000e+01
